id,datetime,neighborhood,rent,br,ba,sqft,housingType,laundry,parking,cats,dogs,furnished,title,description,link
467,2021-06-04 15:14:00,Richmond / Seacliff,1795,1,1.0,,apartment,no laundry on site,no parking,no,no,no,One Bedroom on Anza and 21st Ave. near Good Stores and Transportation,"Just on the market, a One Bedroom Apartment on Anza near 21st Avenue in the much-desired Richmond District.*The apartment is carpeted in the living room and bedroom areas.  *The kitchen has a gas stove and a relatively-new contemporary red refrigerator.*The bathroom is next to a small, enclosed sunroom-type space.*The apartment (which has a serene feeling about it) is located in a smaller building that is within walking distance to great public transportation (38 Geary, etc.), nice restaurants, coffee shops, and great stores.  Please email us (and provide us with your telephone number) and we would be happy to set up an appointment to show you the apartment.  ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-on-anza-and/7331889172.html
468,2021-06-04 15:14:00,Marina / Cow Hollow,3995,2,1.0,10.0,apartment,laundry in bldg,no parking,no,no,no,COME & COMPARE! 2 Bed/1 Bath + OFFICE.  SEE VIDEO. Ready Now!,"Video Tour: https://youtu.be/cCX82SmQH3M Contact info:  Salma & Company | CA DRE #: 01522764 |  show contact info | Gorgeous, 2 BED / 1 BATH FLAT + OFFICE.3060 Pierce St Apt 1, San Francisco, CA 94123$3,995/mo KEY FEATURES  Bedrooms:  2 Beds + Office w/ Closet (could be used as 3rd bed) Bathrooms:  1 Bath Parking:  None Lease Duration:  1 Year (See Details Below) Deposit: $3,995 Pets Policy:  No Pets Allowed Laundry:  Shared in Building Floor:  2nd Property Type:  Apartment  DESCRIPTION Gorgeous 2 Bedroom / 1 Bath Flat + Office (with closet = 3rd bedroom possibility). Ready for Occupancy Stunning Period Detail Throughout Unit including Box Beamed Ceiling, Stained Glass Windows & Built in Hutch.  Decorative Fireplace.  Hardwood Floors Throughout.  Large Kitchen with Ceramic Tile Floors, Dishwasher and Disposal.  Coin Operated Washer & Dryer on Property.  Two Blocks to Chestnut, Union and Fillmore Streets.  Easy Access to Public Transportation and Hwy 101.  Property on Bedrock not Liquefaction.  For further information, please contact Salma & Company at  show contact info. DRE #01522764  RENTAL FEATURESLiving roomRange / OvenRefrigeratorDishwasherGarbage disposalCable-readyHardwood floorTile floorSkylights COMMUNITY FEATURESVintage building  LEASE TERMS  One Year Lease.  Security Deposit: $3,395  No Pets.  No Parking.Contact info:   Salma & Company show contact infoCA DRE#: 01522764 ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-come-compare-bed-bath/7331895038.html
469,2021-06-04 15:14:00,SOMA / South Beach,3948,1,1.0,637.0,apartment,w/d in unit,attached garage,yes,yes,no,Modern 1 bedroom apartment in great neighborhood,"Modera Rincon Hill http://moderarinconhillold.prospectportal.com/su/y865x4 Now available: Gorgeous 1 bed 1 bath apartment with all the amenities. Great community and convenient location. Rents start at $3,948.00 a month for these popular 637 Sq. Ft. square foot units, so call to schedule a tour today! Floor Plan Details  Name: A03  1 Bedrooms / 1 Bathrooms 637 Sq. Ft. $3,948.00 - $4,739.00  Community Amenities  Valet dry cleaning Bike storage Located near retail / commercial and major employment centers Package lockers Four expansive rooftop terraces with scenic views of downtown San Francisco and the Bay Cyber café Situated in the new East Cut neighborhood with a 94 Walk Score and 100 Transit Score Private, controlled access parking garage Easy stroll to the waterfront with its many restaurants and amenities Three individual work from home spaces Two stunning resident lounges Community entertaining kitchen WiFi in community areas Community hosted events 7th floor outdoor rooftop lounge with fire pits, WIFI, heat lamps and lounge seating 8th floor outdoor rooftop lounge with WIFI, Firepits, outlets to plug-in, grilling stations with dining areas, lounge seating and more! Enjoy our pet run, gaming area including outdoor TV and foosball table! Need to escape your apartment for a little while? Head to our 12th or 13th floor outdoor lounge with spectacular views, fire pits, grilling stations, and lounge seating! All of our stunning outdoor spaces feature WiFi! HIIT inspired fitness center with cardio and weight stations Pet friendly community with dog run and pet spa Lounge 1 Lounge 2 13th Floor Terrace  Property Contact   show contact info  ADA ACCESSIBLE EQUAL HOUSING OPPORTUNITY ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-bedroom-apartment/7331895181.html
470,2021-06-04 15:14:00,Excelsior / Outer Mission,3795,2,1.0,,house,laundry on site,attached garage,yes,yes,no,+BonusRoom House/1BA/Pets Neg./Yard/W&D/Nice!*ByAppt*,"**SEE BY APPOINTMENT**""PLEASE EMAIL US YOUR NAME AND CONTACT TELEPHONE NUMBER AND WE WILL BE IN TOUCH WITH YOU AS SOON AS POSSIBLE.""JUST ON THE MARKET AND LOCATED ON THE 900 BLOCK OF RUSSIA AVENUE IS A NICE, SPACIOUS TWO BEDROOM (WITH BONUS ROOM) HOUSE/HOME WITH TWO-CAR PLUS GARAGE AND A BACKYARD. ***Two Bedrooms (with  hardwood floors) ***One Bonus Room that can be used as a Sleeping area (has closet and window), a  functional Home Office or a Nursery, etc.)***One Full Bathroom with nice light***Pleasant Kitchen with  Refrigerator (new), Stove, Chef-type Stove Top, andContemporary Grey, Wood-themed Flooring***Living Room with a decorative Fireplace (with Hardwood Floor)**Dining Room with elegant Chandelier and wall Sconces with Hardwood Floor)***Large 2-Car Plus Garage (with Good Storage areas)***Washer and Dryer (located in Garage Area***Pleasant Backyard Area***Cats and Dogs (Negotiable) ***LEASE TERM--Home/House is available to Lease--terms to be negotiated between client and owner.NOTE/POSSIBLE FUTURE OPPORTUNITY: If you're looking to possibly buy a home in the future, the Owners may opt to sell the home/house at some point after the agreed rental lease term has been met.THE HOME/HOUSE IS LOCATED IN THE EXCELSIOR DISTRICT--WHICH BORDERS THE CROCKER AMAZON DISTRICT.About the Area: The Excelsior district is a neighborhood in San Francisco that borders the Crocker-Amazon district.  The Crocker-Amazon and Excelsior neighborhoods benefit from some of the most varied weather in the city, with a balance of sun and fog.  The top of the neighborhood boasts outstanding views of downtown San Francisco in the gap between McLaren Park and Twin Peaks.  Crocker-Amazon Park borders the neighborhood to the north.  It has four playgrounds and recently renovated and lighted soccer and baseball fields.  Transportation:The area is well-served by public transportation.  MUNI routes 14, 44, 52, 8X, 8BX, and 54 serve the Geneva Avenue corridor and the 43 bus also serves Geneva Avenue, as well as Naples, Cordova, and Munich Streets.  During rush hour, the Balboa Park Bart Station is only about a five-minute drive, an eight-minute bus ride, or a 15 to 30-minute walk.  The neighborhood is convenient to nearby Interstate 280, and to the Alemany Boulevard thoroughfare.  Crocker-Amazon is served by two elementary schools, Guadalupe and Longfellow.",https://sfbay.craigslist.org/sfc/apa/d/bonusroom-house-1ba-pets-neg-yard-wd/7331888992.html
471,2021-06-04 15:13:00,Portola District,3650,2,1.0,1440.0,house,w/d in unit,street parking,yes,yes,yes,Home with panoramic SF Bay views,"This 2-bedroom 1-bathroom home with hardwood floors and details has spectacular panoramic views of San Francisco Bay, the City and Oakland skylines, and the East Bay Hills.  This is the upstairs main level of our home. Our home has a large deck and is near 316-acre John McLaren Park. Multiple Muni bus stops are within 2 blocks and Glen Park BART and Muni metro subway train station are nearby. Easy access to Financial District by transit or car. Available immediately. Primarily seeking 30 day minimum up to 6 months, but may be flexible about start and end dates so feel free to ask questions. Walk to retail districts of the Mission, Bernal Heights, Glen Park, the Excelsior, and the Portola. Extremely easy access by transit, foot, bike, or car to all of San Francisco. Near Highway 101, I-280, and Caltrain for easy Peninsula and Silicon Valley commutes.  This home is tastefully furnished and all utilities are included.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-home-with-panoramic-sf/7331894918.html
472,2021-06-04 15:13:00,Ingleside / SFSU / CCSF,2800,2,1.0,,apartment,no laundry on site,street parking,no,no,no,Large Top Fl- 2 beds/1 bath + Office on Ocean Ave!,"2 Bedrooms and 1 Bath Plus Office or 3rd bedroom facing garden on Ocean Ave!Other Features:* Unit is located on 2nd Floor (Top floor) facing garden* Spacious and bright with closets* Office or 3rd bedroom with window* Living room and Dining combo* Carpet in bedrooms and laminate flooring throughout* Both Bedrooms facing yard* Updated kitchen with gas range* Full bathroom with shower* Street parking onlyPerfect location, walking distance to K-MUNI line, parks, restaurants, shops, school, library, etcNearby Wholefoods, SFSU, Stonestown, Target, Trader Joe's, 24-hr Fitness, YMCA, Stern Grove, CCSFTransportation: Easy access to HWY 280/101/35.Security deposit: $3,500Lease: one yearMove-in date: Vacant NowFor showing text Betty @  show contact infoAndersen, Jung & Co.BRE# 011103083    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-top-fl-beds-bath/7331890457.html
473,2021-06-04 15:12:00,Ingleside / SFSU / CCSF,1795,1,1.0,,in-law,laundry in bldg,street parking,no,no,no,Spacious Fully Furnished In Law 1 Bedroom Share Laundry,"Spacious fully furnished in law for traveling job for 6 months or more. One bedroom with big closet, living room, dining/family room facing landscaped back yard, kitcheneete, one bath, share washer and dryer, nice and beautiful yard. Closet to SFSU, SFCC, stonestown Galleria, public transporation, HWY 280, Walgreen, Whole Foods, easy access to anywher in San Francisco.No smoking, easy street parking. Show by appointment only, must wear face mask. Stephen Lee, Real Estate Broker show contact infoBRE# 00884687",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-fully-furnished/7327867272.html
474,2021-06-04 15:12:00,SOMA / South Beach,3699,1,1.0,847.0,apartment,w/d in unit,attached garage,yes,yes,no,"***BRIGHT CORNER, AMAZING OPPORTUNITY, LUXURY APARTMENT***","VIEW OUR WEBSITE:https://333fremont.com333 Fremont, managed by Sares-Regis Group333 Fremont StreetSan Francisco, CA 94105show contact info333 Fremont offers top-tier appliances and finishes that create a sleek urban aesthetic. Oh, and closet space - we've got you covered. Contact us today for an appointment.Big and SpaciousBright - faces Fremont St (Front of the building)Breakfast bar style kitchenJuliette style balcony in the living roomCoat closet at entryElegant and spacious walk-in showerDouble vanityHuge walk-in closet This apartment requires a $750 deposit.* Equal Housing Opportunity.  We do business in accordance with the federal fair housing law.Community Features* Long Term Lease Available* Smoke Free Community* Professionally Managed* Liability Insurance is Required* EV Charging* Our prices can change daily, price listed is based on today's availability. Call for details.* Reserved Parking* Renters Insurance is Required* Easy Access to Public Transportation* Controlled Access Parking* Covered Parking* Controlled Access* Guest Parking* Disability Access* After-Hours Emergency Maintenance* Elevator* Minutes from Restaurants, Shopping, and Much More* Extra Storage* Bike Racks* Non Smoking Community* Garage Parking* Easy Freeway Access* Credit Cards Accepted* Dry Cleaning and Laundry Service",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-corner-amazing/7331894436.html
475,2021-06-04 15:12:00,SOMA / South Beach,2499,1,1.0,,apartment,laundry in bldg,detached garage,yes,yes,no,Modern 1x1 Bedroom With City View Call Today For A Tour!!,"Now Open Monday through Saturday from 9:00 am to 6:00 pm and Sunday from 10:00 am to 5:00 pm.33 8th Street at Trinity Place is an architecturally exquisite apartment building with all the comfort, convenience, and style you need.**SPECIALS***Now offering lease terms up to 15 months*In addition to that there will be other specials offered for in-person tours. Schedule yours today!*On-site, underground assigned parking spaces available!San Francisco's Mid-Market has yet to see anything like it! A stunning high-rise community surrounding an all-new beautifully designed one-acre park with a spectacular 92 ft. statue of Venus-- the tallest sculpture in The City.Building Amenities- Piazza Angelo, an Art-filled One Acre Outdoor Park is Open- 24-Hour Front Desk- State of the Art Fitness Center with Wi-Fi Lounge (Temporarily closed due to COVID-19)- Rooftop Terrace is an Open/ Resident Lounge Offering Breathtaking Views of The City (Temporarily closed due to COVID-19)- Onsite Garage Parking- Steps Away from Tech Shuttles, BART and MUNI- Free Bike Storage with Repair Station- Parcel Lockers For Resident DeliveriesApartment Features- Large floor plan- Modern Kitchen with European Appliance Package- High-end Caesar-stone Counter- Large Bathroom with Walk-in Shower*- Spacious Walk-in Closet*- Courtyard and City Views- High Ceilings** Available in Select Units3-D Tour Links33 8th Street 1BR: https://my.matterport.com/show/?m=2szGauMeT8f33 8th Street 1x1 (16-stack):https://my.matterport.com/show/?m=iVMEKU4aAit33 8th Street 2BR: https://my.matterport.com/show/?m=a4bXXBQGSws33 8th Street 1x1 XL: https://my.matterport.com/show/?m=nxfRYAYDjhD33 8th Street Studio: https://my.matterport.com/show/?m=hoo34WtXtEETwitter, Dolby, Square & more are blocks awayBART & Muni Rail are steps away!Grocery shop at The Market (0.2 miles)Across the street from South Bay shuttlesShop at Westfield Mall (0.7 miles)Broadway shows at The Orpheum Theatre (across the street)Your daily cup of joe at Saint Frank Coffee (across the street)For the health and safety of our employees and residents, and in compliance with San Francisco's mandate our leasing office will be conducting virtual tours. Self-guided tours are also available to approved applicants. For more information please call our leasing office.This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-1x1-bedroom-with/7331894105.html
476,2021-06-04 15:11:00,Sunset / Parkside,3150,3,2.0,1500.0,apartment,no laundry on site,off-street parking,no,no,no,3 bedroom 2 full bath apartment available for rent,"3 bedroom, 2 full bath apartment available for rentHighlights:- 1 master bedroom (256 sq ft) with large walk-in closet and a private full bathroom with a tub. -2nd bedroom (11ft x14 ft)-3rd bedroom (10.25ft x 10.5ft)- 1 full bath with shower- Large living room (24.25ft x 15.75ft)- Large kitchen with granite counter tops, kitchen cabinets, and laminated flooring-1 uncovered parking space - Double pane windows, new carpets, - Near Golden Gate Park, Cliff House and Ocean Beach.This apartment is located at 3308 Judah Street Apt #3 and is available now.The apartment is very bright and close to public transportation (walking distance to Judah Street (MUNI) and Sunset Blvd). Tenant pays for utilities and water. Landlord pays for garbage.Total move-in cost: $6,300 (First month's rent: $3,150 plus security deposit:$3,150)Applicants should include recent credit report (from one of the three federal credit Equifax, Experian or TransUnion) with score (less than 6 months old) and recent paystubs with application.House rules:No pets allowed on premises.If you are interested in viewing the apartment, please call  show contact info to confirm an appointment time. For covid safety, face masks must be worn covering the nose and mouth for the viewing appointment.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-full-bath/7321756288.html
477,2021-06-04 15:09:00,Nob Hill,1495,0,1.0,,apartment,laundry in bldg,no parking,yes,no,no,Bright Studio In Classic Building-City and Bay View-Open Sunday 2-2:45,"LOCATION: 707 Stockton Street #405 (California) FEATURES: •Bright studio unit in a classic 1920's building on the Stockton Tunnel Top. •Central location within walking distance to Union Square, Nob Hill, North Beach, the Financial District, and SOMA. •Next to the Ritz Carlton and only steps from the cable car line.•Spectacular view including Russian Hill, Chinatown, Coit Tower and the Bay.•On the fourth floor of a six story building.•The unit has a good layout and a spacious living area. •The kitchen features granite countertops, tile flooring, an antique stove, and a refrigerator.•Separate dinette area that can fit a table and chair setup.•Bathroom has a shower over tub combination. •Hardwood floors throughout. •Large walk-in closet and standard closet.•Elevator in building. •Laundry in the building. DETAILS: Rent: $1495 month Utilities: water and garbage paid by owner Lease Term: one year lease required Pet Policy: cats onlyAvailable: now OPEN HOUSE:Sunday June 6th from 2 to 2:45 PMThere will be an open house at the time listed. There are several units available in the building. Please show up to the front door of 707 Stockton Street to view the units. Email this posting with any questions.Contact: Icon Real Estate Inc. Broker BRE #01912984For more listings and to find out more about our services: http://iconsf.com/",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-studio-in-classic/7330767037.html
478,2021-06-04 15:09:00,Potrero Hill,4250,2,2.0,1200.0,apartment,w/d in unit,street parking,yes,no,no,2 Bedroom 2 bath Modern free standing Cottage.,"This 1911 two story detached cottage (rebuilt 2015), has gone through a major remodel from the foundation to the roof with all the conveniences and comforts of modern construction.  This is a stand alone / detached house.There is a bedroom and a full bathroom on each floor.  Great floor plan for roommates or guest room.Close to transportation, minutes to Caltrain and downtown. Walk to SOMA, Mission, Dog Patch and Potrero Hill.-Separate entry- home office space-Hardwood Floors with 9' ceilings-Lot's of closet space, linen closet, large coat closet-Full size Washer/Dryer in separate laundry room with storage-Heated floors in bath-Central heat-Skylight-Stainless Steel Kitchen with gas range, dishwasher, ice maker and microwave-open floor plan with room for a dining table-New windows and lot's of light-off the street and very quiet-Carpeted bedrooms-Water and garbage paid-CAT 5 wiring throughout-pets considered on an individual basis-SF rent control-security deposit $5,000*Lease terms negotiableCall Markshow contact info",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-bath-modern-free/7331889148.html
479,2021-06-04 15:09:00,Hayes Valley,3643,1,1.0,736.0,apartment,w/d in unit,attached garage,yes,yes,no,Konrad on the Park | 1 Bed + den,"Steps from the culture and convenience of Hayes Valley, Konrad on the Park is a boutique apartment building offering luxury amenities, elevated finishes, and a clean modern design in an unparalleled parkside setting.-Dog Walking-Picnic Green & Children’s Play Area-Community Bicycles-Pet Friendly-Pet Grooming-Package Room with Cold Storage-Dog Washing Station with K900 Pet Wash-Dog Walking-Secure, Assigned Parking-Terraces and Balconies on Select Residences-Personal Training-Dry CleaningCall:  show contact info*Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information!    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-konrad-on-the-park-bed-den/7318874303.html
480,2021-06-04 15:08:00,SOMA / South Beach,2695,1,1.0,,condo,w/d in unit,no parking,no,no,no,Spacious 1 BD w/ In-Unit W&D & Walk-In Closet Facing Lovely Courtyard,"300 3rd Street #612 – Spacious Sixth Floor One Bedroom in Heart of SOMAPLEASE WATCH THE YOUTUBE VIDEO LINK OF THE APARTMENT BELOW BEFORE INQUIRINGPLEASE TEXT OR CALL TO INQUIRE; DON'T EMAILhttps://www.youtube.com/watch?v=05cG9I6Y5QUUNIT:Spacious living/dining room with beautiful bay of curved windows overlooking a peaceful and lush courtyardHardwood floors and natural light throughout the unitGalley kitchen features dishwasher, oven, electric range, large refrigerator, many cabinets for storage, and bar over hang for additional seating optionsTwo closets off hallway provide additional storageBathroom features large vanity and shower over tubSpacious bedroom also has view of courtyard as well as a large walk-in closetWasher & dryer in-unitUnit is located in Museum Parc, a 15-story luxury condo building. Building amenities include 24/7 doorman/concierge and a peaceful landscaped outdoor courtyard. Crunch fitness center on site (membership required; discounts for residents) with outdoor heated lap pool. The building also has ground-level retail space comprised of restaurants, a dry cleaner, and car rental service. LOCATION: Amazing central SOMA location – Walk Score of “95 – Walkers Paradise” and Transit Score of “100 – Rider’s Paradise”; 15 minute walk to the Financial District Only a few blocks from The Moscone Center, SF MOMA, Yerba Buena Gardens and Whole Foods Market; Fifteen minute walk to Union Square, Salesforce Park, and and SF Giants ballpark; Twenty minute walk to the Ferry Building on the Embarcadero; Eight minute walk to Target and the Metreon!Ten minute walk to Bart and fifteen minute walk CalTrain; easy access to I-80, 101 and 280 freeway on rampsOTHER DETAILS: No smokingTenant responsible for PG&E; Owner pays for water & garbageSorry, no petsMinimum lease term is 12 monthsDeposit is 1.5x rentParking available in on-site garage for $325/monthTenant responsible for Museum Parc move in fee of approximately $300For more information:Call or text (DON'T EMAIL) Lisa at  show contact infoCompassLic#02094548COVID-19: All Covid protocols will be followed.  see attached photo.FAIR HOUSING NOTICE : Compass operates and does business in accordance with the Federal Fair Housing Laws (Fair Housing Act) and includes, but is not limited to, State and Local Laws. We support Equal Housing Opportunity and encourage users on our sites and syndicate sites to follow appropriate guidelines to comply with the Fair Housing Act, as well as any applicable state and local regulations. All renters are hereby informed that all property rental offers are available on an equal opportunity basis.This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bd-in-unit-wd/7321868782.html
481,2021-06-04 15:08:00,SOMA / South Beach,3595,2,2.0,,apartment,w/d in unit,no parking,no,no,no,"Spacious and Bright 2BD/2BA w/Private Balcony, W&D, Walk In Closets","300 3rd Street #802 – Spacious Eight Floor Two Bedroom in Heart of SOMAPLEASE WATCH THE YOUTUBE VIDEO LINK BELOW OF THE APARTMENT BEFORE INQUIRING PLEASE TEXT OR CALL TO INQUIRE; DO NOT EMAILhttps://www.youtube.com/watch?v=CSwtJo9CcX0&t=1sUNIT:Spacious and light-filled living/dining room with sweeping city viewsPrivate balcony off living room overlooks city skylineGalley kitchen features dishwasher, oven, electric range, large refrigerator, many cabinets for storage, and bar over hang for additional seating optionsTwo spacious and bright bedrooms on each side of living room each have their own walk-in closets and bathrooms with shower over tubIn-unit stacked washer & dryerUnit is located in Museum Parc, a 15-story luxury condo building. Building amenities include 24/7 doorman/concierge and a peaceful landscaped outdoor courtyard. Crunch fitness center on site (membership required; discounts for residents) with outdoor heated lap pool. The building also has ground-level retail space comprising restaurants, a dry cleaner, and car rental service. LOCATION: Amazing central SOMA location – Walk Score of “95 – Walkers Paradise” and Transit Score of “100 – Rider’s Paradise”; 15 minute walk to the Financial District Only a few blocks from The Moscone Center, SF MOMA, Yerba Buena Gardens and Whole Foods Market; Fifteen minute walk to Union Square, Salesforce Park, and and SF Giants ballpark; Twenty minute walk to the Ferry Building on the Embarcadero; Eight minute walk to Target and the Metreon!Ten minute walk to Bart and fifteen minute walk CalTrain; easy access to I-80, 101 and 280 freeway on rampsOTHER DETAILS: No smokingTenant responsible for PG&E; Owner pays for water & garbageSorry, no petsMinimum lease term is 12 monthsDeposit is 1.5x rentParking available in on-site garage for $325/monthTenant responsible for Museum Parc move in fee of approximately $300For more information:Call or text (DON'T EMAIL) Lisa at  show contact infoCompassLic#02094548COVID-19: All Covid protocols will be followed.  see attached photo.FAIR HOUSING NOTICE : Compass operates and does business in accordance with the Federal Fair Housing Laws (Fair Housing Act) and includes, but is not limited to, State and Local Laws. We support Equal Housing Opportunity and encourage users on our sites and syndicate sites to follow appropriate guidelines to comply with the Fair Housing Act, as well as any applicable state and local regulations. All renters are hereby informed that all property rental offers are available on an equal opportunity basis.This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-and-bright-2bd/7322125961.html
482,2021-06-04 15:08:00,Richmond / Seacliff,2495,2,1.0,,apartment,laundry on site,attached garage,no,no,no,Top Floor 2 Bedroom w/ Parking 1 Block from Hip Clement Street,"343 26th Avenue – Spacious Top Floor 2 Bedroom with Parking Included in RentPLEASE WATCH THE YOUTUBE VIDEO LINK OF THE APARTMENT BEFORE INQUIRINGPLEASE TEXT OR CALL AND DON'T EMAIL TO INQUIRE https://www.youtube.com/watch?v=IjsPhubjNRkUNIT:Top floor unit with spacious living/dining area and functional floor planGalley kitchen features oven, electric range, refrigerator, many cabinets and counter space for storage, and bar over hang for additional seating optionsTwo good sized bedrooms on opposite ends of hall each with their own closetsBright and clean bathroom with large vanity, tile floor, and shower over tubLarge parking space included in rent in on-site attached garage; small storage cabinet also included in rentWasher & dryer on-siteLOCATION: Located in the Richmond District less than a block from both Clement and California Streets with many hip and local restaurants, bars, and businesses Only fifteen minute walk to China Beach, Baker Beach, the beautiful SF Presidio, and Golden Gate ParkTen minute walk to Andronicos grocery storeFive minute drive to freeway on-ramp for easy access to highway 101 North; bus lines available close by on California and Geary StreetsOTHER DETAILS: No smokingTenant responsible for PG&E; Owner pays for water & garbageSorry, no petsMinimum lease term is 12 monthsDeposit is 1.5x rentOne on-site parking space included in rentFor more information:Call or text (DON'T EMAIL) Lisa at  show contact infoCompassLic#02094548COVID-19: All Covid protocols will be followed.  see attached photo.FAIR HOUSING NOTICE : Compass operates and does business in accordance with the Federal Fair Housing Laws (Fair Housing Act) and includes, but is not limited to, State and Local Laws. We support Equal Housing Opportunity and encourage users on our sites and syndicate sites to follow appropriate guidelines to comply with the Fair Housing Act, as well as any applicable state and local regulations. All renters are hereby informed that all property rental offers are available on an equal opportunity basis.This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-bedroom-parking/7322720472.html
483,2021-06-04 15:08:00,Mission District,2900,2,1.5,950.0,apartment,no laundry on site,street parking,no,no,no,2 Bdrm /1.5 bath Victorian Top Flr-near Valencia & 21st Streets,"343B San Carlos St, SAN FRANCISCO, CA, 94110 2 beds, 1 full and 1 half bath A Charming four room top floor Victorian apartment that's been freshly renovated with new paint, luxury vinyl plank flooring pane and appliances. The tall Victorian windows let in much of the famous Mission lightMain room with high ceilings and exceptional Victorian detailing. Both of the bedrooms are large with good sized closets. Bedroom one has its own half bath and a 2nd closet. Bedroom two overlooks the rear yard and features an extra room which could be a den or office. The hallway bathroom has Victorian detailing including a claw foot tub.Very nice kitchen with lots of cabinets, tiled counter and backsplash with porcelin sink, 24: gas stove, stainless steel refrigeration. A large wide counter preserves space and adds utility. Western afternoon sun and overlook of historic quiet one-way Liberty Hill Street . Central Mission location offers level walking of 3 block to 24th Street BART Plaza as well as Dolores Park. Easy to find everything the big city offers nearby in the vibrant Mission. The unit is about 1000 square feet. There are 2 Laundromats less than 1 block away One year lease. Rent includes water and garbage. To see contact Chris at  show contact info More information & fotos at GateSF.com1.5 BathsEntire Top FloorLarge BedroomsVictorian Detail With High CeilingsLease Terms. No dogs. Cats okContact Us:Gateway ManagementChris Collinsshow contact infoSee better photos and SCHEDULE A SHOWING at:http://schedule-a-viewing.com/lc/1bd66b10a6No, it's not a hyperlink. :-( You still have to copy-and-paste this link into the address bar on your web browser.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bdrm-15-bath-victorian/7331891521.html
484,2021-06-04 15:07:00,Mission District,2095,0,1.0,,apartment,laundry in bldg,no parking,yes,no,no,1 Blck from Dolores Prk | 1 blk from Valencia,"744 GuerreroNeighborhood Info: Mission District, 1 block from Dolores Park, 1 block , from Valencia St,, 5 blocks from BARTCross Streets: 19th/20thStyle: VictorianFloor Surface: HardwoodRange: GasUtilities Included: Trash, Water, Heat via radiatorLaundry: In buildingLease Term: One YearSecurity Deposit: 1/2 month's rentPets: Cats with additional $250 pet deposit and service animals permittedSHOWINGS BY APPOINTMENT ONLYOFFERED BY:WM Properties, Inc.wmeyer.comDRE LIC. 01235912 ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-blck-from-dolores-prk-blk/7329710147.html
485,2021-06-04 15:07:00,Mission District,2695,1,1.0,,apartment,laundry in bldg,street parking,yes,no,no,1 Blck to Dolores Prk | 1 blk to Valencia | Corner Unit | Dishwasher,"744 GuerreroNeighborhood Info:Mission District1 block from Dolores Park1 block from Valencia St5 blocks from BARTCorner Unit, lots of natural lightCross Streets: 19th/20thStyle: VictorianFloor Surface: HardwoodRange: GasDishwasherUtilities Included: Trash, Water & Heat via radiatorLaundry: In buildingLease Term: One YearSecurity Deposit: 1/2 month's rentPets: Cats with additional $250 pet deposit and service animals permittedSHOWINGS BY APPOINTMENT ONLYOFFERED BY:WM Properties, Inc.wmeyer.comDRE LIC. 01235912 ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-blck-to-dolores-prk-blk/7319795055.html
