id,datetime,neighborhood,rent,br,ba,sqft,housingType,laundry,parking,cats,dogs,furnished,title,description,link
1478,2021-05-28 16:00:00,Miami,1100,1,1.0,,apartment,no laundry on site,no parking,no,no,no,One bedroom One bathroom with large walkin closet,"One bedroom One bathroom with large walkin closet, off street parking and onsite laundry water and garbage are included only 1st and security for approved tenants.Phone call@ show contact info.    ",https://miami.craigslist.org/mdc/apa/d/miami-one-bedroom-one-bathroom-with/7328482874.html
1480,2021-05-28 15:59:00,Fontainebleau,1700,2,2.0,,apartment,w/d in unit,carport,no,no,no,"2/2 FONTAINEBLEU: Desirable location, near FIU, major<SP VERY NICE UNIT","13FONTAINEBLEU: 2/2Desirable location, near FIU, major highways, shops, and restaurants. The condo roof is at least 6 years old, washer and dryer inside the unit, Security cameras throughout the building, quiet neighborhood, tiled floors, wood in bedrooms, very clean, nonsmoking, utilities include trash and water. The pictures are from the same property but another time that the property was for rent in the past. I have not currently taken pictures of the property but you can analyze the Kitchen, Bathrooms, and Size of the Bedrooms. AVAILABLE AUGUST 1. 2021Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-fontainebleu-desirable-location-near/7328469020.html
1481,2021-05-28 15:59:00,North Miami,1500,1,1.0,,apartment,no laundry on site,no parking,no,no,no,FULLY REMODELED 1 BED / 1.5 BATH IN HIGHLY SOUGHT AFTER KEYSTONe,"FULLY REMODELED 1 BED / 1.5 BATH IN HIGHLY SOUGHT AFTER KEYSTONE HARBOR BUILDING! BRAND NEW KITCHEN WITH ITALIAN QUARTZ COUNTERTOPS AND SS APPLIANCES! TILE FLOORING THROUGHOUT! STUNNING CITY AND WATER VIEWS! WATERFRONT CONDO WITH ALL THE AMENITIES INCLUDING POOL, SUN DECK, SAUNA, AND BOAT SLIP FOR UNDER $4 A FOOT! QUICK APPROVALPhone call@ show contact info.",https://miami.craigslist.org/mdc/apa/d/miami-fully-remodeled-bed-15-bath-in/7328481792.html
1483,2021-05-28 15:58:00,North Miami,1250,1,1.0,,apartment,no laundry on site,no parking,no,no,no,VERY SPACIOUS 1 BEDROOM APARTMENT WITH BRAND NEW STAINLESS,"VERY SPACIOUS 1 BEDROOM APARTMENT WITH BRAND NEW STAINLESS STEEL APPLIANCES, WALK IN CLOSET, BUILD IN VANITY, BALCONY AND 1 COVERED ASSIGNED PARKING SPACE, POOL. SECURITY CAMERAS THROUGHOUT THE BUILDINGPhone call@ show contact info.",https://miami.craigslist.org/mdc/apa/d/miami-very-spacious-bedroom-apartment/7328479474.html
1484,2021-05-28 15:56:00,Coral Gables,3230,2,2.0,1180.0,apartment,w/d in unit,attached garage,yes,yes,no,"Conference Room with Smart TV, W/D in Apartment, Pool and Mall Views","IN-PERSON TOURS AVAILABLE We are now welcoming in-person, virtual and self-guided tours by appointment only. Please contact us today to schedule your appointment.  show contact info.Elegance, refinement, and style are the defining attributes of The Residences at Merrick Park apartments in Coral Gables, FL. Luxury and vitality await you at our apartments near Coconut Grove, FL. With immaculate one bedroom, two bedroom, and three bedroom floorplans, our over one hundred customized and distinctive residences will speak for themselves when you tour the best Coral Gables, FL apartments.Amenities:-Club room with Billiard table and Coffee bar-Surrounded by entertainment, fine dining and elegant shopping-Pet Friendly-Conference Room with Smart TV-Separate Dining Room-W/D in Apartment-Boutique Building-Fitness Center-Pool and Mall Views-Kitchen with Granite Countertops - Stainless Steel: French Door Refrigerator with Water Dispenser, Oven, Dishwasher, and Microwave-Quartz Countertops in Bathrooms with Waterfall Faucets-Heated PoolCall:  show contact infoEqual Housing Opportunity    ",https://miami.craigslist.org/mdc/apa/d/coral-gables-conference-room-with-smart/7323409623.html
1487,2021-05-28 15:54:00,Kendall,1550,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 AFFORDABLE UNITS YOU WILL LOVE IT!! FIRST FLOOR B HAMMOCKS:,"21HAMMOCKS: 2/2YOU WILL LOVE IT!! FIRST FLOOR BIG SPLIT PLAN 1053 SQ 2/2 UNIT WITH TILE THRU AND WALKING CLOSETS , GRANIT KITCHEN , WAHER AND DRYER,AMENITIES ARE CLUB HOUSE, POOL, GYM, RAQUET BALL, CHILDREN PALY GROUND, LAKE AND IN A GREAT LOCATION. ENJOY THE HAMMOCK AMENITTIES, WALK TO SHOPPING, NEAR MAJOR HIGHWAYS, MIAMI DADE COMMUNITY COLLEGE. RENT IT TODAY!!!!Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-affordable-units-you-will-love-it/7323839685.html
1488,2021-05-28 15:54:00,Kendall,1750,2,2.5,,apartment,w/d in unit,carport,no,no,no,"2/2.5 Beautiful corner unit townhouse, 2  GREAT UNIT KENDALL:","55KENDALL: 2/2.5Beautiful corner unit townhouse, 2 bedrooms and 2.5 baths, 2 parking spaces, centrally located near shops, supermarkets and restaurants. Enjoy a renovated kitchen, indoor washer and dryer, spacious tiled front porch, ceramic and wood laminate floors. Nice family oriented neighborhood with pool and across a golf course.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/beautiful-corner-unit-townhouse-great/7328472269.html
1489,2021-05-28 15:54:00,Kendall,1900,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 Unique opportunity to lease this sp AVAILABLE NOW KENDALL:,"63KENDALL: 2/2Unique opportunity to lease this spacious bright 2 bedroom 2 bath condo in Kings Creek With over 1100 square feet. This move-in ready condo features all new flooring, washer and dryer inside and 2 assigned parking spaces. Quiet Safe community with a community pool, clubhouse and tennis courts. Ideally situated minutes from Dadeland, US1, major expressways, restaurants and shopping. Plenty of guest parking available and easy to show by appointment.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-unique-opportunity-to-lease-this-sp/7327308619.html
1490,2021-05-28 15:54:00,Kendall,1550,2,2.0,,apartment,w/d in unit,carport,no,no,no,"2/2 ACT QUICKLY Partially Remodeled Condo, Freshly pai HAMMOCKS:","22HAMMOCKS: 2/2Partially Remodeled Condo, Freshly painted, New Kitchen, New vanities, new toilets, walking closets in both bedrooms. Small Dogs ok.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-act-quickly-partially-remodeled-condo/7326194622.html
1491,2021-05-28 15:53:00,South Miami,1718,1,1.0,,apartment,w/d in unit,carport,no,no,no, Only first month and 1 month security MUST SEE THIS RENTAL South Mi,"Gorgeous apartments ready to move in immediately.1, 2, 3 Bedrooms available WE ARE HERE TO HELP YOU!Call us today:  show contact info. Your service is totally FREE of charge.3O5'*'2O3'*'2753We do have access to all rental properties including private owners and rental communities. All properties & prices are subject to availability and move in dates.Welcome to AWS Real Estate Team !T a g s:- Dadeland- Hammocks- Kendall- Fountainebleau- Sweetwater- Coral Gables- Deerwood",https://miami.craigslist.org/mdc/apa/d/miami-only-first-month-and-month/7328470531.html
1492,2021-05-28 15:53:00,Miami,1450,1,2.0,,apartment,no laundry on site,no parking,no,no,no,NEWLY UPGRADED UNIT! COMPLETELY RENOVATED open KITCHEN,"NEWLY UPGRADED UNIT! COMPLETELY RENOVATED open KITCHEN with Quarzo AND new BATHROOM. SPACIOUS APARTMENT WITH A LOT OF NATURAL LIGHT, NEW BALCONIES, ANTI HURACAN DOORS, ALL NEW S/S APPLIANCES, ceramic FLOORS, MODERN LIGHT FIXTURES + STORAGE UNIT IN THE SAME FLOOR!Phone call@ show contact info.",https://miami.craigslist.org/mdc/apa/d/miami-newly-upgraded-unit-completely/7328480674.html
1494,2021-05-28 15:50:00,Kendall,1750,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 KENDALL: Bright and spacious 2br/2ba unit av VERY NICE RENTAL,"53KENDALL: 2/2Bright and spacious 2br/2ba unit available on the 3rd floor with tree top views. Large balcony and assigned parking with plenty of closet space. Centrally located close to Dadeland Mall and Metrorail. Includes water and basic cable.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-kendall-bright-and-spacious-2br-2ba/7328460667.html
1495,2021-05-28 15:49:00,Midtown / Edgewater,2150,1,1.0,700.0,apartment,w/d in unit,attached garage,yes,yes,no,"GORGEOUS 1/1 WITH W/D, PARKING, POOL, GYM.. ( BAD CREDIT OK )","this comunity located on Biscayne Bay, offers spacious apartment homes all with spectacular views of Downtown Miami, and Miami Beach. We are only minutes from Brickell, the Miami International Airport, and South Beach! ref# 462Contact Info:Giorgio Galileo Beachfront Realty Phone:  show contact info",https://miami.craigslist.org/mdc/apa/d/gorgeous-1-with-d-parking-pool-gym-bad/7324852487.html
1497,2021-05-28 15:48:00,Midtown / Edgewater,1900,1,1.0,750.0,apartment,w/d in unit,attached garage,yes,yes,no,"GORGEOUS 1/1 WITH W/D, GYM, POOL, PARKING, ETC...(ONLY $300 DEPOSIT)","This building boasts a brilliant location in Miami's coveted Edgewater neighborhood which sits nestled between I-395 and I-195 making commuting a breeze. For those looking for walkability, it has a host of cultural and entertainment options nearby from the Arts & Entertainment District and Design District to Midtown Miami and Wynwood. Units feature gourmet kitchens with stainless-steel appliances and floating islands, granite or quartz counter tops, key-less home access, wood plank flooring and front-load washers and dryers in every residence. With views of Biscayne Bay and a convenient, desirable location, you'll be eager to immerse yourself in the luxury building. REF# 455Contact Info:Giorgio Galileo Beachfront Realty Phone:  show contact info",https://miami.craigslist.org/mdc/apa/d/miami-gorgeous-1-with-d-gym-pool/7324647806.html
1498,2021-05-28 15:48:00,Little Havana,1850,2,1.5,1140.0,apartment,w/d in unit,attached garage,yes,yes,no,"GORGEOUS 2/1.5 WITH W/D, PARKING, JACUZZI, GYM.. ( ONLY $750 DEPOSIT )","When a high energy location and a beautiful boutique tower combine, the result is electrifying – such is the case with Apartment. With incredible views of Marlins Stadium and the downtown Miami skyline as well as an effortless commute to all points in the city, the groundwork has been laid for upscale easy living. Add in the luxury amenities of a world-class rental community and the designer touches evident throughout our spectacular rental residences, and it all spells Living the high life. REF# 544Contact Info:Giorgio Galileo Beachfront Realty Phone:  show contact info",https://miami.craigslist.org/mdc/apa/d/miami-gorgeous-15-with-d-parking/7324824114.html
1499,2021-05-28 15:48:00,Coral Gables,2300,2,2.0,1250.0,apartment,w/d in unit,attached garage,yes,yes,no,"GORGEOUS 2/2 WITH W/D, PARKING, POOL, GYM, ETC..( ONLY $99 DEPOSIT )","The residences feature upscale appliance packages, in-home laundry, and high end finishes throughout. And it's convenient to Miracle Mile, Little Havana, Coconut Grove and a myriad of cultural opportunities. All of our apartments offer the latest features and amenities where you will be able to experience the highest levels of quality and luxury in Coral Gables, Florida. The billiards room, 24-hour fitness center and business center are all part of the conveniences you will enjoy as well as great proximity to The University of Miami. REF# 479Contact Info:Giorgio Galileo Beachfront Realty Phone:  show contact info",https://miami.craigslist.org/mdc/apa/d/miami-gorgeous-2-with-d-parking-pool/7323810431.html
1500,2021-05-28 15:47:00,Coconut Grove,3450,3,2.0,1200.0,apartment,w/d in unit,attached garage,yes,yes,no,"GORGEOUS 3/2 WITH W/D , PARKING, POOL, GYM,ETC...( ONLY $500 DEPOSIT )","This Apartment is more than an address, it is a residential lifestyle powered by the future. As a springboard for the conscious creatives, young professionals and go-getters who chose to live life in the present, this balances sustainability, smart home solutions and curated events with Zen-like mastery. Located at the edge of Coconut Grove and just steps from the Metrorail and The Underline, residents are encouraged to ‘Find Their Zoi’ and take full advantage of a lush community blossoming with gourmet restaurants, galleries, commerce, and the best Miami has to offer.          REF# 253Contact Info:Giorgio Galileo Beachfront Realty Phone:  show contact info",https://miami.craigslist.org/mdc/apa/d/miami-gorgeous-2-with-d-parking-pool/7324823851.html
1501,2021-05-28 15:47:00,Brickell,4950,2,2.5,,house,w/d in unit,street parking,no,no,no,seems like you are out of this world Elegant,"clean, apart of every thing but close to everything, Two Tequesta Point: modern lobby and corridors!////Self-employed, bad credit, no problem. Send me a text message, I'll answer you right away !!!////We are an excellent company dedicated to helping people with bad credit find a good property for their family /////////we are the only company that accept credit cards for deposit, zelle, cash app, paypal venmo payments are accepted! ////show contact info call or send a text message >>TEXT  show contact infoEASY SOLUTIONS REALTYANDY ZAMUDIO ...///////////////////////////// Trabajador por cuenta propia, mal crédito, no hay problema. Envíame un mensaje de texto, te responderé enseguida !!!//// Somos una excelente empresa dedicada a ayudar a personas con mal crédito a encontrar una buena propiedad para su familia ///    ",https://miami.craigslist.org/mdc/apa/d/miami-seems-like-you-are-out-of-this/7328480776.html
1502,2021-05-28 15:46:00,Kendall,1450,2,2.0,,apartment,w/d in unit,carport,no,no,no," 1, 2, 3 Bedrooms available Kendall UNBEATABLE OFFER",Gorgeous apartments ready to move in immediately.0WE ARE HERE TO HELP YOU!Call us today:  show contact info. Your service is totally FREE of charge.3O5'*'2O3'*'2753We do have access to all rental properties including private owners and rental communities. All properties & prices are subject to availability and move in dates.Welcome to AWS Real Estate Team !T a g s:- Fountainebleau- Sweetwater- Deerwood- Kendall- Coral Gables- Hammocks- Dadeland,https://miami.craigslist.org/mdc/apa/d/bedrooms-available-kendall-unbeatable/7328468853.html
1503,2021-05-28 15:45:00,Downtown Miami,4500,2,2.0,1750.0,condo,w/d in unit,attached garage,yes,yes,no,"LUXURIOUS 2 STORY  2/2 WITH W/D, POOL, GYM, AND 2 PARKING","Gorgeous residence in the sky with 20 foot ceilings in the loveliest building in Miami.  Architectural Masterpiece. White/Gray Marble Floors, Stainless steel kitchen, huge master bedroom, sophisticated unit across the street from Museum Park, and the Miami Art Museum, Science Museum. Glorious view of Biscayne Bay and Port of Miami. 2 Parking Spaces per Unit, Storage. Magnificent Spa & Gym. Beautiful pools. Advance Notice Required preferably 24 hours. Best Price in Building. REF# 444 Contact Info:Giorgio Galileo Beachfront Realty Phone:  show contact info",https://miami.craigslist.org/mdc/apa/d/luxurious-story-2-with-d-pool-gym-and/7324709895.html
1504,2021-05-28 15:44:00,Downtown Miami,2500,2,2.0,1060.0,apartment,w/d in unit,attached garage,yes,yes,no,"GORGEOUS 2/2 WITH W/D, PARKING, POOL, GYM, ETC..( ONLY $1000 DEPOSIT )","Apartments that honor the citys past and celebrate its contemporary allure. Overlooking the Miami River and minutes from bustling Brickell and the innovative Health District, this apartment offers a convenient lifestyle, complemented by current design and distinctive touches that reflect its location within the Spring Garden Historic District. Seize the day with a variety of forward-thinking apartment features including stainless steel appliances, quartz countertops, kitchen islands, tile backsplashes, and walk-in closets. Embrace a new perspective with breathtaking views of the city, Marlins Park, a lush tree canopy, and the sparkling Miami River. From panoramic views to stylish in-home features, it elevated touches bring your home to life.Every day becomes a signature getaway, with standout building amenities that include a stunning sky lounge, luxe rooftop pool, and historic garden house reimagined as an urban retreat. Centrally located in historically designated Spring Garden, it is home to longtime local landmark Casa Jardin, revamped as a refined resident lounge with WiFi and coffee service.Host friends and family from all over town in the heart of Miami, a short trip to the Health District, Downtown/Brickell, Wynwood, and Coral Gables. Get anywhere in the city in moments, with immediate access to the Dolphin Expressway, I-95, and I-395.  REF# 386Contact Info:Giorgio Galileo Beachfront Realty Phone:  show contact info",https://miami.craigslist.org/mdc/apa/d/miami-gorgeous-2-with-d-parking-pool/7324709787.html
1507,2021-05-28 15:44:00,Doral,4700,3,3.0,,house,w/d in unit,street parking,no,no,no,Spacious 3/3 with plenty of amenities: infinity pool,"Located in Downtown Doral, unit offers same luxury & comfort that any building in the millionaire row////Self-employed, bad credit, no problem. Send me a text message, I'll answer you right away !!!////We are an excellent company dedicated to helping people with bad credit find a good property for their family /////////we are the only company that accept credit cards for deposit, zelle, cash app, paypal venmo payments are accepted! ////show contact info call or send a text message >>TEXT  show contact infoEASY SOLUTIONS REALTYANDY ZAMUDIO ...///////////////////////////// Trabajador por cuenta propia, mal crédito, no hay problema. Envíame un mensaje de texto, te responderé enseguida !!!//// Somos una excelente empresa dedicada a ayudar a personas con mal crédito a encontrar una buena propiedad para su familia ///    ",https://miami.craigslist.org/mdc/apa/d/miami-spacious-3-with-plenty-of/7328479125.html
1508,2021-05-28 15:42:00,Miami Gardens,1570,2,2.0,1070.0,townhouse,w/d in unit,detached garage,no,no,no,Beautiful Townhouse 2bed/2bath in Miami Gardens,"Townhouse 2 Bed / 2 BathCONVENIENTLY LOCATED NEAR EXPRESSWAY, COLLEGE, UNIVERSITY, SHOPPING CENTER AND RESTAURANTS.CALL OR EMAIL ABOUT THIS PROPERTY FOR MORE INFORMATION. WE WE CAN FIND MORE WE CAN FIND MORE PROPERTIES IN DIFFERENT' S AREA WITH SIMILAR CHARACTERISTICS, CONTACT ME TO HELP YOUR LOCATE THE PROPERTY YOU WANT ACCORDING TO YOUR NEEDS.EXCELENTE UBICACION CERCA AUTOPISTAS, COLEGIOS, UNIVERSIDADES, CENTROS COMERCIALES Y RESTAURANTESLLAMEME O ENVIEME UN EMAIL SI DESEA MAS INFORMACION ACERCA DE ESTA PROPIEDAD.NOSOTROS PODEMOS ENCONTRAR MAS PROPIEDADES EN DIFERENTES AREAS CON SIMILARES CARACTERISTICAS, CONTACTEME PARA AYUDARLO A ENCONTRAR LA PROPIEDAD BASADO EN SUS NECESIDADES .BEACHFRONT REALTY    ",https://miami.craigslist.org/mdc/apa/d/opa-locka-beautiful-townhouse-2bed/7328478165.html
1509,2021-05-28 15:41:00,Miami Beach,2300,3,1.0,,apartment,w/d in unit,carport,no,no,no,FANTASTICALLY UPDATED AND AWESOME 3 BED 1 BATH UNIT,"Fantastically updated and awesome unit that is conveniently located in the heart of the desirable North Miami area, part of one of the quietest and best well maintained communities, just steps away from all the entertainment, shopping, major highways and more. Features include an extra large and bright living area, tile flooring throughout and a brand new, open concept kitchen with stainless steel appliances. Call  show contact infoOr Visit us: 1025 E Hallandale Beach Blvd Suite #14,Hallandale Beach, FL 33009GIVE THIS CODE FOR THIS SPECIFIC LISTING: AF10286301www.affordablesalesandrentals.net    ",https://miami.craigslist.org/mdc/apa/d/north-miami-beach-fantastically-updated/7328472239.html
1510,2021-05-28 15:40:00,Coconut Grove,2050,2,1.5,715.0,apartment,w/d in unit,off-street parking,no,no,no,Renovated Grove Condo,"RARE FIND!! Beautiful corner unit, cozy and newly renovated 2/1.5 in the heart of coconut grove, within minutes of walking to many restaurants, shops and offices. The unit has a brand new a/c system and has been tastefully finished with porcelain tile floors, renovated bathrooms and newly renovated finishings with modern clean style. Unit layout is flexible and offers a variety of options as the second bedroom is spacious and can serve as a spare bedroom for a couple, a baby room, or a dedicated workspace with room for a yoga mat.  Unit also comes with 2 parking spaces and in-suite washer and dryer.    ",https://miami.craigslist.org/mdc/apa/d/miami-renovated-grove-condo/7328476757.html
1512,2021-05-28 15:37:00,Coconut Grove,2100,1,1.0,910.0,apartment,laundry in bldg,off-street parking,no,no,no,Charming Grove Condo,"Excellent Coconut Grove location. 2 bed 1 bath unit in well maintained building. Tile floors throughout, high ceilings in living room, large master bedroom and oversized walk in closet. Located on the first floor with Privately Gated front door access directly behind your two parking spaces, no need to access lobby or elevators. Private gate also allows for storage of bike, boards and any other alternative modes of transportation. Live walking distance to the best Parks, Marinas, and Restaurants that Miami has to offer. Building offers swimming pool for Residents.    ",https://miami.craigslist.org/mdc/apa/d/miami-charming-grove-condo/7328475340.html
1513,2021-05-28 15:37:00,Miami,1299,2,2.0,800.0,condo,no laundry on site,off-street parking,no,no,no,►►2/2 CONDO READY TO MOVE IN NEW TILES AND FRESHLY PAINTED◄◄,"Property ID: 29519701F268Q114Property Description:  Great 2/2, New Tiles, Freshly Paint, Closed Community Partially remodeld Kitchen. Call Listing Agent for Appointment and Access. Vacant easy to show!!!!Contact: Ruben Figueredo®GreenPass RealtyOffice Address: 13049 SW 133rd Court Miami,FL 33186Call Today: show contact info... show contact info.... show contact info.... show contact infoPictures and Description: Courtesy Of: Greenpass Realty, Inc.",https://miami.craigslist.org/mdc/apa/d/miami-2-condo-ready-to-move-in-new/7328470971.html
1515,2021-05-28 15:35:00,Coconut Grove,2300,1,1.0,585.0,apartment,laundry in bldg,off-street parking,no,no,no,Updated Grove Condo,"Wow - Completely Remodeled NEW! Just became available. Beautiful 1 bedroom unit -Ground Floor with Private balcony-terrace (private entrance door). Easy access to Building Landry Room. Remodeled, better than when new. New Porcelain Tile Floors, Remodeled Bathroom (2 sinks, shower glass doors), New Kitchen with White Quartz Counter Tops, New High End Stainless Steel Appliances, Gas Cooktop, Oven, Hood, Dishwasher, Double Door Refrigerator, New LED lights, New Designer Doors, Moldings, New paint in light colors. Across the street from Biscayne Bay, Yatch Club, Marina, Monty's restaurant, Starbucks, Fresh Market, and David Kennedy Park. Walking distance to downtown Coconut Grove. 10 minutes to Brickel and Key Byscayne Beaches.    ",https://miami.craigslist.org/mdc/apa/d/miami-updated-grove-condo/7328473945.html
1522,2021-05-28 15:34:00,Sunny Isles Beach,4000,2,2.0,1250.0,condo,laundry in bldg,attached garage,no,no,yes,🚨PHENOMENAL CONDO W BREATHTAKING VIEWS+ WALK TO THE BEACH & SHOPS,"* Phenomenal unit in this condo hotel in Marina Bay Club * only North facing unit with expansive 1000 Sf. private terrace with magnificent and direct views of the intracoastal & ocean.* 2 bedroom + 2 bathroom * Remodeled * Fully furnished and equipped * Stainless Steel appliances in fully upgraded kitchen * Laundry room * Amenities include gym, swimming pool & hot tub overlooking the intracoastal, cabanas * Covered deeded parking * Walking distance to the beach, shops, Restaurants and more! Minutes from Aventura Mall, Gulf Stream Park & Casino and Bal Harbour Shops.Sonia Ecksteinshow contact infoDezer Platinum Realty",https://miami.craigslist.org/mdc/apa/d/north-miami-beach-phenomenal-condo/7314398431.html
1523,2021-05-28 15:34:00,Kendall,1600,2,2.0,,apartment,w/d in unit,carport,no,no,no,2/2 EXCELLENCE IN LIVING Spacious in Kenland Walk Condo. 2<S HAMMOCKS:,"39HAMMOCKS: 2/2Spacious in Kenland Walk Condo. 2 bedrooms 2 bathrooms. Washer & Dryer inside the unit and storage room. New upgraded kitchen and bathrooms. Ceramic tiling throughout entire unit. Washer & Dryer, Granite Counter Tops. Located on the first floor. Master bedroom with walking closet. Great location in Kendall area, next to Shopping malls, restaurants, and one block away from Turnpike express way. Will go Fast!!Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/2-excellence-in-living-spacious-in/7326058814.html
1526,2021-05-28 15:34:00,Dadeland,1950,2,2.5,,apartment,w/d in unit,carport,no,no,no,2/2.5 SOUTH DADELAND: This completely renovated corner townh MOVE IN REA,"83SOUTH DADELAND: 2/2.5This completely renovated corner townhouse for rent with impact windows, updated kitchen and bathrooms is situated in the highly desirable neighborhood of South Miami. Stainless Steel appliances, brand new fixtures, private and sunny patio. Central location within 5 minutes to University of Miami and Coral Gables, 10 minutes to Dadeland Mall, 15 minutes to the airport (MIA), 20 minutes to South Beach. Owner-occupied and has maintained home to its highest standards! Pool and Garden amenities on property and plenty of green space. Parking included and Guest Parking Available. Must See!!!Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/miami-south-dadeland-this-completely/7327296602.html
1527,2021-05-28 15:34:00,Kendall,2150,2,2.5,,apartment,w/d in unit,carport,no,no,no,2/2.5 GREAT 2 STORY TOWNHOUSE IN CENTRALL KENDALL: ENJOY EXCELLENCE IN L,"73KENDALL: 2/2.5GREAT 2 STORY TOWNHOUSE IN CENTRALLY LOCATED AND GATED DADELAND COVE COMMUNITY. THIS TOWNHOUSE FEATURES AN OPEN KITCHEN, TILE IN LIVING AREAS AND WOOD FLOORS IN BEDROOMS, TILED TERRACE, WASHER/DRYER INSIDE & VERY SPACIOUS BEDROOMS. KITCHEN CABINETS & COUNTER TOPS WILL BE UPGRADED BEFORE MOVE IN. CLOSE TO TARGET, WHOLE FOODS, RESTAURANTS & PUBLIC TRANSPORTATION. TENANT OCCUPIED 24 HR NOTICE TO SHOW A MUST. SHOWINGS ONLY TUESDAYS 4-6 PM W/APPT ONLY. UNIT WILL BE AVAILABLE FOR AN AUGUST 1ST MOVE IN.Rent 1 Sale 1 KendallBad credit, no credit, come in we'll help you.***** Se habla español *****Interested in a property:Call/Text-  show contact info786'+'7O8'+'2475Call-  show contact info3O5'+'982'+'8O15**R1S1 -Kendall posts properties for a 30 day period of time. Due to current high rental demand, some properties advertised may be withdrawn, canceled, rented, pending or sold within the past 30 days. All information is deemed to be correct, but not guaranteed**T a g s:- Kendall- Fontainebleau- West Fontainebleau- Dadeland    ",https://miami.craigslist.org/mdc/apa/d/great-story-townhouse-in-centrall/7327298035.html
